language	gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	promptID	pairID	genre	label1	label2	label3	label4	label5	sentence1_tokenized	sentence2_tokenized	match
es	neutral					But this is not the only detail that denies The Pious Animal the possibility of being a crime novel.	The pious animal is 250 pages long.	506	1516	literature	neutral	-	-	-	-			
es	contradiction					But this is not the only detail that denies The Pious Animal the possibility of being a crime novel.	The pious animal is a crime novel.	506	1517	literature	contradiction	-	-	-	-			
es	entailment					But this is not the only detail that denies The Pious Animal the possibility of being a crime novel.	There are more details that deny the novel the possibility of being a crime novel.	506	1518	literature	entailment	-	-	-	-			
es	entailment					If the master leaves the moustache and puts inside boxer shorts, with a pair of stickers of glitter passes for cousin of the Walken.	To pass for cousin of Walken it is necessary to leave mustache.	507	1519	literature	entailment	-	-	-	-			
es	contradiction					If the master leaves the moustache and puts inside boxer shorts, with a pair of stickers of glitter passes for cousin of the Walken.	Walker's cousins leave behind a moustache and don't wear underpants.	507	1520	literature	contradiction	-	-	-	-			
es	neutral					If the master leaves the moustache and puts inside boxer shorts, with a pair of stickers of glitter passes for cousin of the Walken.	Walker's cousins dress in brand name.	507	1521	literature	neutral	-	-	-	-			
es	neutral					And yet, it is also the only "Mediterranean" city that preserves the paradisiacal aura that was the first attraction of the Levantine cities.	That city is located in the Valencian community	508	1522	literature	neutral	-	-	-	-			
es	contradiction					And yet, it is also the only "Mediterranean" city that preserves the paradisiacal aura that was the first attraction of the Levantine cities.	There are no paradiacal cities in the Mediterranean	508	1523	literature	contradiction	-	-	-	-			
es	entailment					And yet, it is also the only "Mediterranean" city that preserves the paradisiacal aura that was the first attraction of the Levantine cities.	The Mediterranean city is paradisiacal	508	1524	literature	entailment	-	-	-	-			
es	neutral					Once back down here, where they should never have left, the gods were gone.	The validity of the gods is linked to the transcendent vision of the above.	509	1525	literature	neutral	-	-	-	-			
es	entailment					Once back down here, where they should never have left, the gods were gone.	They returned to their natural place, down here, and so the gods vanished.	509	1526	literature	entailment	-	-	-	-			
es	contradiction					Once back down here, where they should never have left, the gods were gone.	Despite going back down here, the gods did not end.	509	1527	literature	contradiction	-	-	-	-			
es	entailment					To show the implications that a genetically determined Language Acquisition Device has for human behavior, Steve Pinker forged the expression "instinct language."	The term "instinct language" was first used by Steve Pinker to refer to the implications of a genetically determined Language Acquisition Device for human behavior.	510	1528	literature	entailment	-	-	-	-			
es	neutral					To show the implications that a genetically determined Language Acquisition Device has for human behavior, Steve Pinker forged the expression "instinct language."	Steve Pinker disseminated the expression "instinct language" in the field of genetics.	510	1529	literature	neutral	-	-	-	-			
es	contradiction					To show the implications that a genetically determined Language Acquisition Device has for human behavior, Steve Pinker forged the expression "instinct language."	The term "instinct of language" does not belong to the field of human behavior but animal	510	1530	literature	contradiction	-	-	-	-			
es	entailment					We have an important, almost insoluble problem of social psychology.	The problem of social psychology is difficult to solve.	511	1531	literature	entailment	-	-	-	-			
es	neutral					We have an important, almost insoluble problem of social psychology.	The whole of society must take part in solving the problem.	511	1532	literature	neutral	-	-	-	-			
es	contradiction					We have an important, almost insoluble problem of social psychology.	The problem can be easily solved.	511	1533	literature	contradiction	-	-	-	-			
es	neutral					These rights are agreed.	Rights are agreed between the 3 parties to the conflict	512	1534	literature	neutral	-	-	-	-			
es	contradiction					These rights are agreed.	The duties are imposed	512	1535	literature	contradiction	-	-	-	-			
es	entailment					These rights are agreed.	The rights are agreed	512	1536	literature	entailment	-	-	-	-			
es	contradiction					"I'm glad," I said sincerely and would have liked to leave it that way.	I really had other feelings.	513	1537	literature	contradiction	-	-	-	-			
es	entailment					"I'm glad," I said sincerely and would have liked to leave it that way.	I felt happy and expressed it.	513	1538	literature	entailment	-	-	-	-			
es	neutral					"I'm glad," I said sincerely and would have liked to leave it that way.	He looked at me with open eyes as he listened to what I had to say.	513	1539	literature	neutral	-	-	-	-			
es	contradiction					Someone had left them halfway through a sex change operation.	The operation was a success.	514	1540	literature	contradiction	-	-	-	-			
es	entailment					Someone had left them halfway through a sex change operation.	The sex change operation was not completed.	514	1541	literature	entailment	-	-	-	-			
es	neutral					Someone had left them halfway through a sex change operation.	The doctor studied at Harvard.	514	1542	literature	neutral	-	-	-	-			
es	contradiction					The passage of time is scorching and corroding; many will leave (or have already left) and in the end the movement will be taken over by the usual groups in the alternative society, such as the squatters and so on.	The passage of time only activates the spirit of the people to continue working in the different movements.	515	1543	literature	contradiction	-	-	-	-			
es	entailment					The passage of time is scorching and corroding; many will leave (or have already left) and in the end the movement will be taken over by the usual groups in the alternative society, such as the squatters and so on.	The passage of time corrodes the spirits of the people, to the point that many will leave and leave the movement in the hands of alternative groups.	515	1544	literature	entailment	-	-	-	-			
es	neutral					The passage of time is scorching and corroding; many will leave (or have already left) and in the end the movement will be taken over by the usual groups in the alternative society, such as the squatters and so on.	The usual groups in the alternative society take over the movements that have been abandoned by discouraged people.	515	1545	literature	neutral	-	-	-	-			
es	neutral					Foreigners are still surprised by the few smoke-free spaces they find during their stay.	Smoking is bad.	516	1546	literature	neutral	-	-	-	-			
es	entailment					Foreigners are still surprised by the few smoke-free spaces they find during their stay.	There are few places where smoking is not allowed.	516	1547	literature	entailment	-	-	-	-			
es	contradiction					Foreigners are still surprised by the few smoke-free spaces they find during their stay.	No smoking is allowed anywhere.	516	1548	literature	contradiction	-	-	-	-			
es	contradiction					Well, the subject is extensive but I leave it.	thinks the discussion has been complete.	517	1549	literature	contradiction	-	-	-	-			
es	neutral					Well, the subject is extensive but I leave it.	You will stop talking.	517	1550	literature	neutral	-	-	-	-			
es	entailment					Well, the subject is extensive but I leave it.	The issue is complicated, he thinks he has not yet examined the whole problem	517	1551	literature	entailment	-	-	-	-			
es	contradiction					From the heights of power, there are those who declare the songs of Mejía Godoy subject to confiscation, as if it were a herd of cattle, a bank, or a dairy factory.	The songs of Mejía Godoy are related to the heights of power	518	1552	literature	contradiction	-	-	-	-			
es	entailment					From the heights of power, there are those who declare the songs of Mejía Godoy subject to confiscation, as if it were a herd of cattle, a bank, or a dairy factory.	The power considers confiscable the songs of Mejía Godoy	518	1553	literature	entailment	-	-	-	-			
es	neutral					From the heights of power, there are those who declare the songs of Mejía Godoy subject to confiscation, as if it were a herd of cattle, a bank, or a dairy factory.	Mejía Godoy will give a concert next week	518	1554	literature	neutral	-	-	-	-			
es	neutral					I think we have the most palpable proof of the pathetic provocation in which certain type of activity considered art has ended up.	Art has to be provocative by nature.	519	1555	literature	neutral	-	-	-	-			
es	entailment					I think we have the most palpable proof of the pathetic provocation in which certain type of activity considered art has ended up.	Some consider this test of provocation to be art.	519	1556	literature	entailment	-	-	-	-			
es	contradiction					I think we have the most palpable proof of the pathetic provocation in which certain type of activity considered art has ended up.	Expressions considered artistic are never described as provocative.	519	1557	literature	contradiction	-	-	-	-			
es	entailment					This crop responds very well to the foliar contributions of zinc.	This crop is not harmed by zinc.	520	1558	literature	entailment	-	-	-	-			
es	neutral					This crop responds very well to the foliar contributions of zinc.	This crop grows faster if zinc is made.	520	1559	literature	neutral	-	-	-	-			
es	contradiction					This crop responds very well to the foliar contributions of zinc.	This crop dies by adding zinc.	520	1560	literature	contradiction	-	-	-	-			
es	contradiction					I suppose it may have been a computer error or a slight misunderstanding, but let me draw my attention.	Everything has worked perfectly	521	1561	literature	contradiction	-	-	-	-			
es	neutral					I suppose it may have been a computer error or a slight misunderstanding, but let me draw my attention.	The mistake was made by an employee	521	1562	literature	neutral	-	-	-	-			
es	entailment					I suppose it may have been a computer error or a slight misunderstanding, but let me draw my attention.	There has been a mistake	521	1563	literature	entailment	-	-	-	-			
es	entailment					I think his proposal to solve the problem was something like making chorizos with dogs and sending them to Africans with manduca problems.	Its solution involved a shipment of meat to Africa.	522	1564	literature	entailment	-	-	-	-			
es	neutral					I think his proposal to solve the problem was something like making chorizos with dogs and sending them to Africans with manduca problems.	Making chorizos with dogs is not well seen in Western culture.	522	1565	literature	neutral	-	-	-	-			
es	contradiction					I think his proposal to solve the problem was something like making chorizos with dogs and sending them to Africans with manduca problems.	According to them, eating meat would worsen the problem of manduca in Africa.	522	1566	literature	contradiction	-	-	-	-			
es	entailment					When Azua says it's not so bad (and refers to Anguita's speech, remember?) I mean: it's not the worst.	Both Azúa and I think Anguita's speech is not the worst.	523	1567	literature	entailment	-	-	-	-			
es	contradiction					When Azua says it's not so bad (and refers to Anguita's speech, remember?) I mean: it's not the worst.	Azúa and I have very different opinions about Anguita's speech.	523	1568	literature	contradiction	-	-	-	-			
es	neutral					When Azua says it's not so bad (and refers to Anguita's speech, remember?) I mean: it's not the worst.	We agree that Anguita's speech was better than the others.	523	1569	literature	neutral	-	-	-	-			
es	entailment					This new ethic has for the established order the advantage of being perfectly inoperative, since, in fact, nothing threatens the social relation of forces that makes inevitable the waste of resources, and degradation of nature.	The social relationship of forces remains intact behind the new ethics of order.	524	1570	literature	entailment	-	-	-	-			
es	contradiction					This new ethic has for the established order the advantage of being perfectly inoperative, since, in fact, nothing threatens the social relation of forces that makes inevitable the waste of resources, and degradation of nature.	The new ethical proposal brings great changes to the social relationship of forces.	524	1571	literature	contradiction	-	-	-	-			
es	neutral					This new ethic has for the established order the advantage of being perfectly inoperative, since, in fact, nothing threatens the social relation of forces that makes inevitable the waste of resources, and degradation of nature.	The social relation of forces is inevitable.	524	1572	literature	neutral	-	-	-	-			
es	contradiction					Benjamin wrote in one of his 'Theses on the philosophy of history' something about the angelic nature of history, this image, 'coming' from a painting by Klee, we must say, has had a great impact apparently, as Ferlosio collects it in his book 'On War' and also appears in 'The man without content', dealing with other topics.	Ferlosio has not written any books	525	1573	literature	contradiction	-	-	-	-			
es	neutral					Benjamin wrote in one of his 'Theses on the philosophy of history' something about the angelic nature of history, this image, 'coming' from a painting by Klee, we must say, has had a great impact apparently, as Ferlosio collects it in his book 'On War' and also appears in 'The man without content', dealing with other topics.	The angel nature of history has been collected in several books	525	1574	literature	neutral	-	-	-	-			
es	entailment					Benjamin wrote in one of his 'Theses on the philosophy of history' something about the angelic nature of history, this image, 'coming' from a painting by Klee, we must say, has had a great impact apparently, as Ferlosio collects it in his book 'On War' and also appears in 'The man without content', dealing with other topics.	Benjamin wrote about the philosophy of history	525	1575	literature	entailment	-	-	-	-			
es	contradiction					Nano: don't join the cockroaches.	Cockroaches are good company.	526	1576	literature	contradiction	-	-	-	-			
es	neutral					Nano: don't join the cockroaches.	There are many cockroaches.	526	1577	literature	neutral	-	-	-	-			
es	entailment					Nano: don't join the cockroaches.	Cockroaches are not a good company.	526	1578	literature	entailment	-	-	-	-			
es	entailment					When a city observes that its airport will be expanded and the budget, as in the case of the T4, exceeds the billion pesetas is authorized to evoke the well-known verses of Damaso Alonso referring to Madrid as the city of a million corpses.	The budget of the T4 airport terminal exceeded one billion pesetas.	527	1579	literature	entailment	-	-	-	-			
es	contradiction					When a city observes that its airport will be expanded and the budget, as in the case of the T4, exceeds the billion pesetas is authorized to evoke the well-known verses of Damaso Alonso referring to Madrid as the city of a million corpses.	Damaso Alonso did not write any verses about Madrid.	527	1580	literature	contradiction	-	-	-	-			
es	neutral					When a city observes that its airport will be expanded and the budget, as in the case of the T4, exceeds the billion pesetas is authorized to evoke the well-known verses of Damaso Alonso referring to Madrid as the city of a million corpses.	Damaso Alonso wrote verses to many cities in Spain.	527	1581	literature	neutral	-	-	-	-			
es	contradiction					I don't understand Mr. de Azúa's identification with the right because he is critical of the left or nationalism.	I understand Mr. de Azua's identification with the right.	528	1582	literature	contradiction	-	-	-	-			
es	neutral					I don't understand Mr. de Azúa's identification with the right because he is critical of the left or nationalism.	Mr. de Azúa is a public figure.	528	1583	literature	neutral	-	-	-	-			
es	entailment					I don't understand Mr. de Azúa's identification with the right because he is critical of the left or nationalism.	Mr. de Azúa has long been critical of the left and nationalism.	528	1584	literature	entailment	-	-	-	-			
es	contradiction					But—with a few exceptions—that was it.	Exceptions were fairly widespread.	529	1585	literature	contradiction	-	-	-	-			
es	neutral					But—with a few exceptions—that was it.	Exactly the exceptions were 3.	529	1586	literature	neutral	-	-	-	-			
es	entailment					But—with a few exceptions—that was it.	There was nothing else.	529	1587	literature	entailment	-	-	-	-			
es	entailment					I really liked his paintings, although some, excuse me, look like school works.	Some of his paintings seemed to me to be school works.	530	1588	literature	entailment	-	-	-	-			
es	contradiction					I really liked his paintings, although some, excuse me, look like school works.	I hardly liked his paintings.	530	1589	literature	contradiction	-	-	-	-			
es	neutral					I really liked his paintings, although some, excuse me, look like school works.	I really like the coloring of his paintings.	530	1590	literature	neutral	-	-	-	-			
es	neutral					Only partial improvements, which have nothing to do with the word "progress".	Progress in this area is important for the survival of minority languages.	531	1591	literature	neutral	-	-	-	-			
es	entailment					Only partial improvements, which have nothing to do with the word "progress".	No progress has been made.	531	1592	literature	entailment	-	-	-	-			
es	contradiction					Only partial improvements, which have nothing to do with the word "progress".	The improvements achieved confirmed the progress made.	531	1593	literature	contradiction	-	-	-	-			
es	neutral					With all the attraction of success, its beneficial and substantial superiority over failure should in no way be accepted.	Success and failure are alike.	532	1594	literature	neutral	-	-	-	-			
es	entailment					With all the attraction of success, its beneficial and substantial superiority over failure should in no way be accepted.	Success is not always better than failure.	532	1595	literature	entailment	-	-	-	-			
es	contradiction					With all the attraction of success, its beneficial and substantial superiority over failure should in no way be accepted.	Failure is never beneficial.	532	1596	literature	contradiction	-	-	-	-			
es	neutral					On this occasion, I get away from commenting.	There are more people who may not speak	533	1597	literature	neutral	-	-	-	-			
es	contradiction					On this occasion, I get away from commenting.	I have an obligation to say something	533	1598	literature	contradiction	-	-	-	-			
es	entailment					On this occasion, I get away from commenting.	On this occasion I will remain silent	533	1599	literature	entailment	-	-	-	-			
es	contradiction					For a long time, in every house I have lived in the eastern U.S. even in Chicago I have wanted to plant a couple of them on the sides of the front of the house, but I have never opposed them.	After a lot of effort, I managed to plant them in Chicago.	534	1600	literature	contradiction	-	-	-	-			
es	neutral					For a long time, in every house I have lived in the eastern U.S. even in Chicago I have wanted to plant a couple of them on the sides of the front of the house, but I have never opposed them.	Pine trees are difficult to plant in the eastern USA.	534	1601	literature	neutral	-	-	-	-			
es	entailment					For a long time, in every house I have lived in the eastern U.S. even in Chicago I have wanted to plant a couple of them on the sides of the front of the house, but I have never opposed them.	I wanted to plant them in Chicago, but I never had a chance.	534	1602	literature	entailment	-	-	-	-			
es	entailment					Wanting to be aware and stick to the facts (international!), giving daily, watch out!, daily, notes, quick and running, of everything that happens (outside Spain), better if it can be from home versus the ordenata and not suspecting that one can err, is one of the most surprising things and most "good faith" that can happen today.A Blog is the most false and least reliable thing that one can find in journalism.But this is already.	Blogs are not reliable.	535	1603	literature	entailment	-	-	-	-			
es	contradiction					Wanting to be aware and stick to the facts (international!), giving daily, watch out!, daily, notes, quick and running, of everything that happens (outside Spain), better if it can be from home versus the ordenata and not suspecting that one can err, is one of the most surprising things and most "good faith" that can happen today.A Blog is the most false and least reliable thing that one can find in journalism.But this is already.	Blogs are reliable.	535	1604	literature	contradiction	-	-	-	-			
es	neutral					Wanting to be aware and stick to the facts (international!), giving daily, watch out!, daily, notes, quick and running, of everything that happens (outside Spain), better if it can be from home versus the ordenata and not suspecting that one can err, is one of the most surprising things and most "good faith" that can happen today.A Blog is the most false and least reliable thing that one can find in journalism.But this is already.	The blogs are international.	535	1605	literature	neutral	-	-	-	-			
es	neutral					I am profoundly European in the sense that my entire intellectual life is built around European philosophy.	Only the philosophy of the twentieth century is taken into account.	536	1606	literature	neutral	-	-	-	-			
es	entailment					I am profoundly European in the sense that my entire intellectual life is built around European philosophy.	Knowing the European philosophy makes you feel European.	536	1607	literature	entailment	-	-	-	-			
es	contradiction					I am profoundly European in the sense that my entire intellectual life is built around European philosophy.	I do not feel European at all.	536	1608	literature	contradiction	-	-	-	-			
es	entailment					The slogan was clear: the evil had been enormous and the surgery had to be commensurate with such enormity.	To combat the evil, surgery was used	537	1609	literature	entailment	-	-	-	-			
es	neutral					The slogan was clear: the evil had been enormous and the surgery had to be commensurate with such enormity.	The evil demanded complicated surgery	537	1610	literature	neutral	-	-	-	-			
es	contradiction					The slogan was clear: the evil had been enormous and the surgery had to be commensurate with such enormity.	The slogan regarding evil was not very negative	537	1611	literature	contradiction	-	-	-	-			
es	neutral					In most cases, the next step seems to be the natural one within this spiral: the physical one.	In other cases the next step is psychological.	538	1612	literature	neutral	-	-	-	-			
es	entailment					In most cases, the next step seems to be the natural one within this spiral: the physical one.	The next step is the physical one.	538	1613	literature	entailment	-	-	-	-			
es	contradiction					In most cases, the next step seems to be the natural one within this spiral: the physical one.	The next step is the psychological one.	538	1614	literature	contradiction	-	-	-	-			
es	contradiction					I answer you, at 23:12, just you, and I would like to recognize you and to recognize me and that from time to time there would be so much confusion and close your eyes and feel it, without hesitation or questions.	does not want to recognize me.	539	1615	literature	contradiction	-	-	-	-			
es	entailment					I answer you, at 23:12, just you, and I would like to recognize you and to recognize me and that from time to time there would be so much confusion and close your eyes and feel it, without hesitation or questions.	He has only replied to me	539	1616	literature	entailment	-	-	-	-			
es	neutral					I answer you, at 23:12, just you, and I would like to recognize you and to recognize me and that from time to time there would be so much confusion and close your eyes and feel it, without hesitation or questions.	You answered me today in my language	539	1617	literature	neutral	-	-	-	-			
es	entailment					How to catch and retain them as long as possible.	Do the work with maximum effectiveness.	540	1618	literature	entailment	-	-	-	-			
es	neutral					How to catch and retain them as long as possible.	Catch them and return them to the coup plotters as long as possible.	540	1619	literature	neutral	-	-	-	-			
es	contradiction					How to catch and retain them as long as possible.	Catch them in the shortest possible time and retain them as long as possible.	540	1620	literature	contradiction	-	-	-	-			
es	contradiction					The evil of nationalism is that they reverse these terms and consider the existence of a metaphysical identity, the nation, which is nothing more than the consequence of the mystical union between a certain territory and a specific culture.	The evil of nationalism is because of the mystical disunity between a certain territory and a specific culture.	541	1621	literature	contradiction	-	-	-	-			
es	entailment					The evil of nationalism is that they reverse these terms and consider the existence of a metaphysical identity, the nation, which is nothing more than the consequence of the mystical union between a certain territory and a specific culture.	To qualify the nation as a mystical nation between a certain territory and a specific culture creates the evil of nationalism.	541	1622	literature	entailment	-	-	-	-			
es	neutral					The evil of nationalism is that they reverse these terms and consider the existence of a metaphysical identity, the nation, which is nothing more than the consequence of the mystical union between a certain territory and a specific culture.	Spanish nationalism is the example of bad nationalism because it considers the existence of a mystical identity between a certain territory and a specific culture that is the nation.	541	1623	literature	neutral	-	-	-	-			
es	contradiction					The thinking heads of Ciutadans--Félix de Azúa, Arcadi Espada, Iván Tubau...--will find their own textual phrases in the socialist version.	Felix of Azua is socialist	542	1624	literature	contradiction	-	-	-	-			
es	neutral					The thinking heads of Ciutadans--Félix de Azúa, Arcadi Espada, Iván Tubau...--will find their own textual phrases in the socialist version.	Felix of Azua, Arcadi Sword and Ivan Tubau are friends	542	1625	literature	neutral	-	-	-	-			
es	entailment					The thinking heads of Ciutadans--Félix de Azúa, Arcadi Espada, Iván Tubau...--will find their own textual phrases in the socialist version.	Arcadi Espada is a member of Ciutadans	542	1626	literature	entailment	-	-	-	-			
es	contradiction					The way it is written is something else: if it is true that style is man, then it must be said that Sada is style.	The style is not related to the person who writes.	543	1627	literature	contradiction	-	-	-	-			
es	entailment					The way it is written is something else: if it is true that style is man, then it must be said that Sada is style.	The work of Sada can be read.	543	1628	literature	entailment	-	-	-	-			
es	neutral					The way it is written is something else: if it is true that style is man, then it must be said that Sada is style.	The style of Sada is highly valued.	543	1629	literature	neutral	-	-	-	-			
es	neutral					I look forward to going to your exhibition, Cardinal!	The cardinal exposes all his paintings.	544	1630	literature	neutral	-	-	-	-			
es	contradiction					I look forward to going to your exhibition, Cardinal!	I would never go to the cardinal's exposition.	544	1631	literature	contradiction	-	-	-	-			
es	entailment					I look forward to going to your exhibition, Cardinal!	I look forward to going to the cardinal's exposition.	544	1632	literature	entailment	-	-	-	-			
es	neutral					Beyond our borders, no one could understand such a superstition.	Superstitions are useless.	545	1633	literature	neutral	-	-	-	-			
es	entailment					Beyond our borders, no one could understand such a superstition.	This superstition is very characteristic of our country.	545	1634	literature	entailment	-	-	-	-			
es	contradiction					Beyond our borders, no one could understand such a superstition.	This superstition is universal.	545	1635	literature	contradiction	-	-	-	-			
es	entailment					A wounded man and another man, both enemies until a few hours earlier, share a boat floating adrift in the ocean.	There is a man wounded in a boat adrift in the ocean.	546	1636	literature	entailment	-	-	-	-			
es	contradiction					A wounded man and another man, both enemies until a few hours earlier, share a boat floating adrift in the ocean.	Two lifelong friends float adrift in the ocean.	546	1637	literature	contradiction	-	-	-	-			
es	neutral					A wounded man and another man, both enemies until a few hours earlier, share a boat floating adrift in the ocean.	His enmity began years ago.	546	1638	literature	neutral	-	-	-	-			
es	entailment					It is the dynamic language of the emigrant child who hears Spanish spoken at home, and English on the street, and so what he is going to give to literary writing is a mixture, a verbal amalgam that means the creation of a new language that does nothing but reflect daily experience, which is an oral experience transmuted into written experience, and which, therefore, can not stop being literary.	The sociolinguistic conditions of the migrant child entail the creation of a new language that reflects his daily experience.	547	1639	literature	entailment	-	-	-	-			
es	neutral					It is the dynamic language of the emigrant child who hears Spanish spoken at home, and English on the street, and so what he is going to give to literary writing is a mixture, a verbal amalgam that means the creation of a new language that does nothing but reflect daily experience, which is an oral experience transmuted into written experience, and which, therefore, can not stop being literary.	Migrant children are better equipped for literary creation.	547	1640	literature	neutral	-	-	-	-			
es	contradiction					It is the dynamic language of the emigrant child who hears Spanish spoken at home, and English on the street, and so what he is going to give to literary writing is a mixture, a verbal amalgam that means the creation of a new language that does nothing but reflect daily experience, which is an oral experience transmuted into written experience, and which, therefore, can not stop being literary.	The child migrant is not able to learn either Spanish or English.	547	1641	literature	contradiction	-	-	-	-			
es	entailment					Prior to this conviction, he had hired the services of the well-known American journalist Joe Mac Ginnis (How it is sold to a President, Nixon presidential campaign, 1968), to tell his story through a book.	He wanted to tell his story through the well-known journalist Joe Mac Ginnis.	548	1642	literature	entailment	-	-	-	-			
es	contradiction					Prior to this conviction, he had hired the services of the well-known American journalist Joe Mac Ginnis (How it is sold to a President, Nixon presidential campaign, 1968), to tell his story through a book.	He always tried to prevent a journalist from telling his story.	548	1643	literature	contradiction	-	-	-	-			
es	neutral					Prior to this conviction, he had hired the services of the well-known American journalist Joe Mac Ginnis (How it is sold to a President, Nixon presidential campaign, 1968), to tell his story through a book.	Joe Mac Ginnis analyzed Nixon's 1968 presidential campaign.	548	1644	literature	neutral	-	-	-	-			
es	entailment					No (me) pinchas... that I carry flip flops.	I wear flip flops.	549	1645	literature	entailment	-	-	-	-			
es	contradiction					No (me) pinchas... that I carry flip flops.	I wear hiking boots.	549	1646	literature	contradiction	-	-	-	-			
es	neutral					No (me) pinchas... that I carry flip flops.	I wear a suit.	549	1647	literature	neutral	-	-	-	-			
es	neutral					The worst of our current situation, Felix, is not exactly singing the international with a white collar.	Felix has never been in a worse situation.	550	1648	literature	neutral	-	-	-	-			
es	contradiction					The worst of our current situation, Felix, is not exactly singing the international with a white collar.	Singing the international with a white collar is the worst of Felix's current situation.	550	1649	literature	contradiction	-	-	-	-			
es	entailment					The worst of our current situation, Felix, is not exactly singing the international with a white collar.	Felix is in a bad situation.	550	1650	literature	entailment	-	-	-	-			
es	neutral					Society, and don Felix is right in this, cannot obtain more respect from us than respect for ourselves, as individuals, we feel.	Don Felix is a professor in sociology	551	1651	literature	neutral	-	-	-	-			
es	entailment					Society, and don Felix is right in this, cannot obtain more respect from us than respect for ourselves, as individuals, we feel.	The respect we feel for ourselves is the respect society receives	551	1652	literature	entailment	-	-	-	-			
es	contradiction					Society, and don Felix is right in this, cannot obtain more respect from us than respect for ourselves, as individuals, we feel.	Society gets more respect from us than we do for ourselves.	551	1653	literature	contradiction	-	-	-	-			
es	entailment					"No animal, however, could climb the Eiffel Tower because it itself is already an animal and has produced no offspring."	The Eiffel Tower has no descendants.	552	1654	literature	entailment	-	-	-	-			
es	contradiction					"No animal, however, could climb the Eiffel Tower because it itself is already an animal and has produced no offspring."	The Eiffel Tower has the ability to create new towers.	552	1655	literature	contradiction	-	-	-	-			
es	neutral					"No animal, however, could climb the Eiffel Tower because it itself is already an animal and has produced no offspring."	The Eiffel Tower is unpainted.	552	1656	literature	neutral	-	-	-	-			
es	entailment					The protection of the framework extends not only to the hope of seeing each other again, but also to the fear of not seeing each other again, for fear and hope are nothing more than the front and back of the same coin.	Sometimes the fear arises of not seeing each other again.	553	1657	literature	entailment	-	-	-	-			
es	neutral					The protection of the framework extends not only to the hope of seeing each other again, but also to the fear of not seeing each other again, for fear and hope are nothing more than the front and back of the same coin.	The hope of seeing again is often greater than the fear of not seeing again.	553	1658	literature	neutral	-	-	-	-			
es	contradiction					The protection of the framework extends not only to the hope of seeing each other again, but also to the fear of not seeing each other again, for fear and hope are nothing more than the front and back of the same coin.	There is no fear of not seeing each other again.	553	1659	literature	contradiction	-	-	-	-			
es	neutral					For those who still have doubts about this statement there are some facts.	The doubts are of an economic nature.	554	1660	literature	neutral	-	-	-	-			
es	entailment					For those who still have doubts about this statement there are some facts.	The data clarify doubts.	554	1661	literature	entailment	-	-	-	-			
es	contradiction					For those who still have doubts about this statement there are some facts.	There is no data to clarify the doubts.	554	1662	literature	contradiction	-	-	-	-			
es	neutral					If not JOY, it has made me smile.	They have told me a joke.	555	1663	literature	neutral	-	-	-	-			
es	contradiction					If not JOY, it has made me smile.	It has not made me anything of grace.	555	1664	literature	contradiction	-	-	-	-			
es	entailment					If not JOY, it has made me smile.	I found it funny.	555	1665	literature	entailment	-	-	-	-			
es	entailment					"If you can't make the right thing strong," as Pascal (whose is the title of this article) said, at least we might not pretend that what is strong is, just for that reason, just.	Pascual is the author of the article.	556	1666	literature	entailment	-	-	-	-			
es	contradiction					"If you can't make the right thing strong," as Pascal (whose is the title of this article) said, at least we might not pretend that what is strong is, just for that reason, just.	Pascual does not write articles.	556	1667	literature	contradiction	-	-	-	-			
es	neutral					"If you can't make the right thing strong," as Pascal (whose is the title of this article) said, at least we might not pretend that what is strong is, just for that reason, just.	What has strength is, for that reason alone, just.	556	1668	literature	neutral	-	-	-	-			
es	neutral					I opt for the first.	There are three options	557	1669	literature	neutral	-	-	-	-			
es	contradiction					I opt for the first.	I prefer the second option	557	1670	literature	contradiction	-	-	-	-			
es	entailment					I opt for the first.	I choose the first option	557	1671	literature	entailment	-	-	-	-			
es	entailment					If what is said were true, the thing would be even worse.	The situation is bad.	558	1672	literature	entailment	-	-	-	-			
es	contradiction					If what is said were true, the thing would be even worse.	The situation cannot get any worse.	558	1673	literature	contradiction	-	-	-	-			
es	neutral					If what is said were true, the thing would be even worse.	The situation could be improved.	558	1674	literature	neutral	-	-	-	-			
es	neutral					Philosophy thus challenges science, but with it it it also challenges all of us who are immersed, more or less passively, in a world that is largely the fruit of science and of the modes of technology that are the offspring of science.	Philosophy does not only challenge science	559	1675	literature	neutral	-	-	-	-			
es	contradiction					Philosophy thus challenges science, but with it it it also challenges all of us who are immersed, more or less passively, in a world that is largely the fruit of science and of the modes of technology that are the offspring of science.	Science and technology are in no way interrelated	559	1676	literature	contradiction	-	-	-	-			
es	entailment					Philosophy thus challenges science, but with it it it also challenges all of us who are immersed, more or less passively, in a world that is largely the fruit of science and of the modes of technology that are the offspring of science.	The world is largely the fruit of science	559	1677	literature	entailment	-	-	-	-			
es	contradiction					Some think that Calderón is a brave man, that he was already fighting against this social scourge; others believe that the Mexican president made a mistake, that the best thing would have been to keep turning a blind eye to it.	Claderon was very brave fighting that scourge.	560	1678	literature	contradiction	-	-	-	-			
es	neutral					Some think that Calderón is a brave man, that he was already fighting against this social scourge; others believe that the Mexican president made a mistake, that the best thing would have been to keep turning a blind eye to it.	Calderon will not be remembered for her great management.	560	1679	literature	neutral	-	-	-	-			
